suffix	time	taxid	refseq	description	rclass	aclass	ID	Hdepth%	%>2	nregions	Rsize	Pval	ngaps	Gdist	Gsize
child_0-0	45	11047	NC_002532.2	Equine arteritis virus strain=Bucyrus	True	True	total	170.75055100755668	99.90554156171284	1	4.0	3.029856599928581e-83	1	0.0	4.0
child_0-0	45	11047	NC_002532.2	Equine arteritis virus strain=Bucyrus	True	True	NC_002532.2	170.75055100755668	99.90554156171284	1	4.0	3.029856599928581e-83	1	0.0	4.0
child_0-0	45	493803	NC_010277.2	Merkel cell polyomavirus	True	True	total	0.3345090031557453	13.346946352329685	4	58.5	0.0	5	719.0	58.5
child_0-0	45	493803	NC_010277.2	Merkel cell polyomavirus	True	True	NC_010277.2	0.3345090031557453	13.346946352329685	4	58.5	0.0	5	719.0	58.5
child_0-0	45	11834	NC_009889.1	RD114 retrovirus	True	True	total	0.0340233166785629	0.46395431834404	1	39.0	1	2	39.0	39.0
child_0-0	45	11834	NC_009889.1	RD114 retrovirus	True	True	NC_009889.1	0.0340233166785629	0.46395431834404	1	39.0	1	2	39.0	39.0
child_0-0	45	56947	NC_008168.1	Choristoneura fumiferana granulovirus	True	False	total	0.0029892082895616	0.0859516760576831	1	44.0	0.0	2	90.0	44.0
child_0-0	45	56947	NC_008168.1	Choristoneura fumiferana granulovirus	True	False	NC_008168.1	0.0029892082895616	0.0859516760576831	1	44.0	0.0	2	90.0	44.0
child_0-0	45	277944	NC_005831.2	Human coronavirus NL63 strain=Amsterdam I	True	True	total	12.565092730374188	95.80444960621348	23	8.0	3.029856599928581e-83	23	24296.0	8.0
child_0-0	45	277944	NC_005831.2	Human coronavirus NL63 strain=Amsterdam I	True	True	NC_005831.2	12.565092730374188	95.80444960621348	23	8.0	3.029856599928581e-83	23	24296.0	8.0
child_0-0	45	170325	NC_030117.1	Canid alphaherpesvirus 1 strain=0194	True	False	total	0.007605595545294	0.2149060085802622	2	61.0	0.0	4	269.0	61.0
child_0-0	45	170325	NC_030117.1	Canid alphaherpesvirus 1 strain=0194	True	False	NC_030117.1	0.007605595545294	0.2149060085802622	2	61.0	0.0	4	269.0	61.0
child_0-0	45	67082	NC_032111.1	BeAn 58058 virus strain=BeAn58058	True	False	total	0.0019692647464801	0.0650286801018373	1	34.0	0.0	2	106.0	34.0
child_0-0	45	67082	NC_032111.1	BeAn 58058 virus strain=BeAn58058	True	False	NC_032111.1	0.0019692647464801	0.0650286801018373	1	34.0	0.0	2	106.0	34.0
